EEG1_HC,EEG2_HC,EEG3_HC,EEG4_HC,EEG1_SE,EEG2_SE,EEG3_SE,EEG4_SE,EEG1_DE,EEG2_DE,EEG3_DE,EEG4_DE,EEG1_AE,EEG2_AE,EEG3_AE,EEG4_AE,DTW12,DTW13,DTW14,DTW23,DTW24,DTW34,Stage
0.2908202991848805,0.2675989341037775,0.3350046880755122,0.3407700399087731,2.173185403401686,2.2915715446904352,2.123666176952222,2.2568559379468387,0.7122653260280747,0.7016139734850059,0.6649770534238203,0.6649020754886836,2.1933191364531632,1.878138175479802,2.118629914760854,2.0294274515823,0.0169623113510112,0.017800003927025,0.0183401585365113,0.0161692006457759,0.0164130007826917,0.0173527794295717,W
0.5469235277062842,0.515471770680913,0.4675710989365785,0.5343793062479092,2.255793173401234,2.242239008375728,2.268926478881459,2.172521749111722,0.7181745258518174,0.7206045234729351,0.6915325667699698,0.7344694106404013,2.08790374271868,1.8182558214478648,1.935161612754825,1.7690346471224023,0.0160843577654478,0.0162645115984031,0.0174556967513886,0.01516220940628,0.0161692085306853,0.0168668510700093,W
0.56820079076706,0.3967898240819622,0.4620651229477331,0.335742400572716,2.378528220749608,2.1490190064085453,2.206752998117506,2.179513695373802,0.749170737627532,0.7692569348472945,0.7042560954511677,0.6896937341826104,1.7979268022549095,1.6357360165770518,1.87549838550791,1.9225819890151112,0.0147628647231374,0.0156625638326772,0.0168328129601805,0.0148537137909966,0.0169051780899042,0.0164560933674824,W
0.7271724918188203,0.5879200790101243,0.5562822514215051,0.457913799158957,2.1963040472848867,2.1732843703261646,2.3745468444764946,2.103550288299089,0.7478330834834348,0.7602361288644744,0.7242314374426995,0.7225054333833222,1.8197210334024043,1.7093700353984858,1.8201070777449968,1.7933913677924609,0.0150932298043471,0.01538253351433,0.0165406368042072,0.0147229194771091,0.0161716969576784,0.0163455746581324,W
0.3720037160595518,0.4893117556768211,0.3141377171495729,0.5763689984109862,2.327406462523274,2.166374797638631,2.1385957325406126,2.201773768878964,0.7290898435915159,0.7698171514292933,0.7121649555957683,0.7164820963591765,1.8309284979457727,1.6500930888283496,1.8558126626826523,1.818817072816763,0.0148789036851542,0.0158049444761631,0.0166498036750947,0.0153134405969693,0.0161812870171214,0.0164408347313545,W
0.5103362721505793,0.670925457413976,0.4292002012234128,0.4073453703575717,2.236716748230573,2.325221269872249,2.216595565927835,2.167923337545908,0.7124486969967977,0.7628634532141186,0.7209137013314315,0.6829460332147019,1.8327154230547085,1.6027105025408748,1.7391909203966271,1.8941903141307432,0.014647840254644,0.0150706018237531,0.0171401120083606,0.0143750193623518,0.0165854189363366,0.0166356804313527,W
0.4697378122853353,0.4409828892796845,0.4721827643530193,0.3007883990449674,2.236315018034542,2.347571552177812,2.3646185758045783,2.2808904161662595,0.6681490611832436,0.7369093478844669,0.7239237830930106,0.6747352756974242,2.114268374014613,1.816334776703762,1.9304124730499248,2.013141104356736,0.0169624094461642,0.016209558966871,0.0178146536792558,0.0157832050767475,0.0170263256547438,0.0170882164528217,W
0.4259602647837158,0.2916905577408702,0.3440676913482731,0.5024585171122736,2.2267616012880374,2.2957180601568306,2.1754881839893416,2.1473899325709667,0.6423000566298044,0.7881755528507254,0.7972035970940275,0.7068698706196734,2.225762926512406,1.7014560753747667,1.7590122032662374,1.879904006332888,0.0175376319491965,0.0179292086430919,0.0185592813305713,0.0151354796145447,0.0162436558369406,0.0165822957501778,W
0.300712186417183,0.3757616294311488,0.2885872763865115,0.4099683791677711,2.4911733808033705,2.240939478176017,2.4248820833362865,2.2083694285057853,0.6778702508493903,0.8490218214010404,0.7747310977778997,0.7457060293058502,2.0782578519133272,1.804934299868591,2.129399998234596,1.895673605574252,0.018076205567085,0.0230677860929112,0.0166073509668178,0.020608868145457,0.0180764561159284,0.0233825058834368,N1
0.2899931297465263,0.2532491130848213,0.420487841562711,0.2132053965725057,2.10483367673862,2.210206453503784,2.452147231230371,1.984730282979964,0.6390143442717703,0.8260203301984577,0.7753860759636747,0.6903747615273639,2.3115315331501964,1.8250796597620225,2.070618805827533,2.112472432041397,0.0194495024835637,0.0231533640024448,0.0199484126320324,0.0197171592784334,0.0193057970750316,0.0229502707140107,N1
